,Cena,Približno,Neto cena,DDV,Bivalna površina,Število sob,Leto izgradnje,Vrsta ponudbe,Lokacija,Število nadstropij,Vrsta hiše (gradnja),Vrsta hiše,Neto površina,Površina parcele,Leto zadnje prenove,Opremljenost in stanje,Število parkirnih mest,Balkon / terasa / atrij,Zunanje površine in oprema,Vrsta cene,Oglas je objavljen,Do poteka še,Oglas je prikazan,Link,Šifra oglasa,Možnost menjave,Interna številka oglasa,Energetski razred
933,433.000 €,,,,"305,00 m²",9,1967,Prodam,"Osrednjeslovenska, Mengeš, Mengeš",Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"305,00 m²","422,00 m²",2021,Delno opremljeno,4,"Balkon, Loža",,Skupna cena,08.02.2022. ob 12:12,do prodaje,1331 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-menges-305.00-m2-oglas-8816655,8816655,Možna menjava za drugo nepremičnino,,D (60 - 105 kWh/m²a)
934,580.000 €,,,,"262,00 m²",,1955,Prodam,"Obalno-kraška, Koper, Premančan",,"Zidana hiša (beton, opeka)",Samostojna,"262,00 m²",,2021,,,,,Skupna cena,06.02.2022. ob 00:32,do prodaje,1509 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-samostojna-juzna-primorska-koper-capodistria-premancan-oglas-8796945,8796945,,PH229012668648PB,
935,297.100 €,,,,"164,00 m²",,2020,Prodam,"Podravska, Ptuj, Ptuj",,"Zidana hiša (beton, opeka)",,"164,00 m²",,,,,,,Skupna cena,05.02.2022. ob 00:14,do prodaje,1192 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-vrstna-podravska-ptuj-ptuj-oglas-8790916,8790916,,PH01276AB,
936,685.000 €,,,,"263,00 m²",,1982,Prodam,"Obalno-kraška, Koper, Ankaran",,,,,"1.160,00 m²",,,,,,Skupna cena,04.02.2022. ob 09:11,do prodaje,1560 -krat,https://www.bolha.com/nepremicnine/vrstna-hisa-ankaran-263-m2-prodaja-oglas-8787685,8787685,,,
937,695.000 €,,,,"183,00 m²",4,2005,Prodam,"Obalno-kraška, Koper, Koper",,"Zidana hiša (beton, opeka)",,"183,00 m²","206,00 m²",2013,Delno opremljeno,1,,,Skupna cena,04.02.2022. ob 00:20,do prodaje,1230 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-vrstna-juzna-primorska-koper-capodistria-koper-oglas-8785448,8785448,,PH229012668646AG,
938,219.000 €,,,,,5,1955,Prodam,"Podravska, Ptuj, Ptuj",,,Samostojna,,,,,,,,Skupna cena,04.02.2022. ob 00:12,do prodaje,2253 -krat,https://www.bolha.com/nepremicnine/prodamo-starejso-vilo-v-centru-ptuja-oglas-8785376,8785376,,490151001-1000,
939,64.000 €,,,,"67,20 m²",3,1930,Prodam,"Podravska, Hajdina, Skorba",Pritlična,,Samostojna,,"328,00 m²",1970,Popolnoma opremljeno,,,,Skupna cena,02.02.2022. ob 15:58,do prodaje,5181 -krat,https://www.bolha.com/nepremicnine/prodaja-hise-hajdina-skorba-67.00-m2-oglas-8777513,8777513,,P-006-22s,G (210+ kWh/m²a)
940,637.000 €,,,,"535,00 m²",5,2011,Prodam,"Gorenjska, Tržič, Zgornje Vetrno",,"Zidana hiša (beton, opeka)",Samostojna,"535,00 m²",,,,1,,,Skupna cena,02.02.2022. ob 00:38,do prodaje,1963 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-samostojna-gorenjska-trzic-zgornje-vetrno-oglas-8774012,8774012,,PH229012668640GK,
941,156.000 €,,,,,8,1800,Prodam,"Goriška, Tolmin, Tolmin",,,Samostojna,,,,,,,,Skupna cena,02.02.2022. ob 00:14,do prodaje,2867 -krat,https://www.bolha.com/nepremicnine/hisa-primerna-oddajo-oglas-8773883,8773883,,490251006-9,
942,433.000 €,,,,"305,00 m²",9,1967,Prodam,"Osrednjeslovenska, Mengeš, Mengeš",Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"305,00 m²","422,00 m²",2021,Delno opremljeno,4,"Balkon, Terasa",,Skupna cena,01.02.2022. ob 17:22,do prodaje,868 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-menges-305.00-m2-oglas-8772332,8772332,,,
943,179.500 €,,,,"202,10 m²",7,1998,Prodam,"Pomurska, Murska Sobota, Murska Sobota",,,Samostojna,"344,00 m²","427,00 m²",,Popolnoma opremljeno,1,"Balkon, Terasa",,Skupna cena,01.02.2022. ob 15:00,do prodaje,2624 -krat,https://www.bolha.com/nepremicnine/murska-sobota-hisa-samostojna-prodaja-oglas-8771775,8771775,Menjava za drugo nepremičnino ni možna,100195-123,C (35 - 60 kWh/m²a)
944,1.180.000 €,,,,,,1998,Prodam,"Obalno-kraška, Koper, Ankaran",,,Samostojna,"282,80 m²","2.974,00 m²",,,,,,Skupna cena,01.02.2022. ob 13:40,do prodaje,1258 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-ankaran-oglas-8771426,8771426,,H130122A,
945,290.000 €,,,,,,2017,Prodam,"Savinjska, Bistrica ob Sotli, Srebrnik",Enonadstropna,,Samostojna,"70,00 m²","523,00 m²",,Popolnoma opremljeno,,Balkon,,Skupna cena,01.02.2022. ob 11:55,do prodaje,1371 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-kozje-oglas-8770979,8770979,,1376,EI v izdelavi
946,93.900 €,,,,"80,50 m²",,1952,Prodam,"Podravska, Maribor, Bresternica",Enonadstropna,,Samostojna,,"1.124,00 m²",,,,,,Skupna cena,01.02.2022. ob 04:27,do prodaje,7454 -krat,https://www.bolha.com/nepremicnine/starejsa-hisa-v-blizini-maribora-6-km-bresternica-oglas-8768376,8768376,,8821,G (210+ kWh/m²a)
947,35.000 €,,,,,1,1978,Prodam,"Savinjska, Šentjur, Šentjur",Enonadstropna,,,,,,,,,,Skupna cena,29.01.2022. ob 00:59,do prodaje,8116 -krat,https://www.bolha.com/nepremicnine/prodamo-vikend-slivnica-pri-celju-oglas-8750160,8750160,,490281030-33,
948,1.593.000 €,,,,"297,00 m²",5,1973,Prodam,"Obalno-kraška, Piran, Portorož",,"Zidana hiša (beton, opeka)",Samostojna,"297,00 m²",,,,,,,Skupna cena,29.01.2022. ob 00:54,do prodaje,1294 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-samostojna-juzna-primorska-piran-pirano-portoroz-oglas-8749509,8749509,,PH229012668637MM,
949,680.000 €,,,,"109,00 m²",,1995,Prodam,"Savinjska, Zreče, Križevec",,,Samostojna,"340,00 m²","7.556,00 m²",2016,Delno opremljeno,brez pripadajočega parkirišča,Balkon,Vrt/dvorišče,Skupna cena,29.01.2022. ob 00:48,do prodaje,786 -krat,https://www.bolha.com/nepremicnine/zrece-krizevec-hisa-samostojna-prodaja-oglas-8749474,8749474,Menjava za drugo nepremičnino ni možna,101231-20,D (60 - 105 kWh/m²a)
950,500.000 €,,,,,,1870,Prodam,"Jugovzhodna Slovenija, Trebnje, Zidani Most",Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"78,00 m²","42.000,00 m²",2004,Delno opremljeno,,Terasa,,Skupna cena,28.01.2022. ob 10:13,do prodaje,1932 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-zidani-most-oglas-8746170,8746170,,1399,EI v izdelavi
951,270.000 €,,,,,5,1903,Prodam,"Goriška, Nova Gorica, Nova Gorica",Enonadstropna,,Samostojna,,,,,,,"Vrtna uta, Lopa za shranjevanje, Vrt/dvorišče",Skupna cena,27.01.2022. ob 00:12,do prodaje,1607 -krat,https://www.bolha.com/nepremicnine/zalosce-ng-hisa-z-gospodrskim-poslopjem-oglas-8737743,8737743,,490111019-138,G (210+ kWh/m²a)
952,450.000 €,,,,,,1960,Prodam,"Podravska, Rače, Rače",,,Ostalo,"1.443,60 m²","1.549,00 m²",2014,,,,,Skupna cena,26.01.2022. ob 15:18,do prodaje,914 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-race-okolica-oglas-8735808,8735808,,P-006-22STRA,
953,1.200.000 €,,,,,9,1997,Prodam,"Obalno-kraška, Komen, Štanjel",,,Samostojna,,,,,,,"Bazen, Vrt/dvorišče",Skupna cena,25.01.2022. ob 00:18,do prodaje,1332 -krat,https://www.bolha.com/nepremicnine/edinstvena-hisa-in-posestvo-v-osrcju-krasa-oglas-8725652,8725652,,490371006-25,D (60 - 105 kWh/m²a)
954,447.000 €,,,,,8,2005,Prodam,"Obalno-kraška, Koper, Ankaran",Enonadstropna,,Samostojna,,,,,,,Vrt/dvorišče,Skupna cena,25.01.2022. ob 00:17,do prodaje,1069 -krat,https://www.bolha.com/nepremicnine/hisa-samostojna-dvostanovanjska-170-m2-hrvatini-oglas-8725648,8725648,,490331001-240,D (60 - 105 kWh/m²a)
955,384.990 €,,,,,6,2004,Prodam,"Podravska, Cirkulane, Cirkulane",Večnadstropna,Kamnita hiša,Samostojna,,,,,,,Vrt/dvorišče,Skupna cena,25.01.2022. ob 00:17,do prodaje,1813 -krat,https://www.bolha.com/nepremicnine/idilicna-hisa-v-osrcju-haloz-oglas-8725644,8725644,,490321055-103,
956,950.000 €,,,,,7,2006,Prodam,"Podravska, Ptuj, Ptuj",,,,,,,,,,Vrt/dvorišče,Skupna cena,25.01.2022. ob 00:17,do prodaje,3362 -krat,https://www.bolha.com/nepremicnine/vila-z-velikim-posestvom-prodamo-oglas-8725637,8725637,,490321055-61,EI ni potrebna (334. člen EZ-1)
957,349.000 €,,,,,8,1781,Prodam,"Koroška, Radlje ob Dravi, Radlje ob Dravi",Dvonadstropna,,Samostojna,,,,,,,Vrt/dvorišče,Skupna cena,25.01.2022. ob 00:16,do prodaje,3027 -krat,https://www.bolha.com/nepremicnine/cudovita-v-celoti-obnovljena-domacija-oglas-8725634,8725634,,490321004-138,
958,330.000 €,,,,,8,1985,Prodam,"Podravska, Slovenska Bistrica, Slovenska Bistrica",,,Samostojna,,,,,,,Vrt/dvorišče,Skupna cena,25.01.2022. ob 00:16,do prodaje,1952 -krat,https://www.bolha.com/nepremicnine/odlicno-vzdrzevana-vecja-hisa-z-delavnico-oglas-8725632,8725632,,490281030-24,
959,159.000 €,,,,,10+,1920,Prodam,"Savinjska, Rečica ob Savinji, Rečica ob Savinji",,,Samostojna,,,,,,,Vrt/dvorišče,Skupna cena,25.01.2022. ob 00:16,do prodaje,958 -krat,https://www.bolha.com/nepremicnine/poslovno-stanovanjski-objekt-recica-ob-savinji-oglas-8725630,8725630,,490281028-76,C (35 - 60 kWh/m²a)
960,247.700 €,,,,,7,1988,Prodam,"Koroška, Ravne na Koroškem, Ravne na Koroškem",Dvonadstropna,,Samostojna,,,,,,,,Skupna cena,25.01.2022. ob 00:16,do prodaje,2377 -krat,https://www.bolha.com/nepremicnine/druzinska-hisa-odlicni-lokaciji-brdinje-oglas-8725629,8725629,,490281027-95,D (60 - 105 kWh/m²a)
961,259.000 €,,,,,6,2004,Prodam,"Podravska, Ptuj, Ptuj",Večnadstropna,,Samostojna,,,,,,,Vrt/dvorišče,Skupna cena,25.01.2022. ob 00:14,do prodaje,2715 -krat,https://www.bolha.com/nepremicnine/490151040-67-oglas-8725611,8725611,,490151040-67,
962,129.900 €,,,,,7,1983,Prodam,"Pomurska, Murska Sobota, Murska Sobota",,,Samostojna,,,,,5,,"Vrtna uta, Lopa za shranjevanje, Vrt/dvorišče",Skupna cena,25.01.2022. ob 00:13,do prodaje,3519 -krat,https://www.bolha.com/nepremicnine/2-stanovanjska-hisa-z-delavnico-oglas-8725609,8725609,,490151007-461,
963,1.593.000 €,,,,,10+,1973,Prodam,"Obalno-kraška, Piran, Portorož",,,Samostojna,,,,,7+,,Vrt/dvorišče,Skupna cena,25.01.2022. ob 00:13,do prodaje,1415 -krat,https://www.bolha.com/nepremicnine/portoroz-samostojna-hisa-287m2-700m2-zemljisca-oglas-8725607,8725607,,490111025-15,C (35 - 60 kWh/m²a)
964,195.000 €,,,,"124,00 m²",4,2004,Prodam,"Podravska, Sv. Trojica v Slovenskih goricah, Osek",,,Samostojna,"211,10 m²","1.254,00 m²",,,2,Terasa,Vrt/dvorišče,Skupna cena,24.01.2022. ob 14:43,do prodaje,2735 -krat,https://www.bolha.com/nepremicnine/sveta-trojica-v-slovenskih-goricah-osek-hisa-samostojna-prodaja-oglas-8092784,8092784,Menjava za drugo nepremičnino ni možna,100104-363,D (60 - 105 kWh/m²a)
965,290.000 €,,,,"50,00 m²",,1800,Prodam,"Obalno-kraška, Koper, Dvori",,"Zidana hiša (beton, opeka)",Samostojna,"50,00 m²","342,00 m²",,,,,,Skupna cena,22.01.2022. ob 00:40,do prodaje,1861 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-samostojna-juzna-primorska-koper-capodistria-dvori-oglas-8706758,8706758,,PH229012668622MP,
966,300.000 €,,,,"307,00 m²",5,1904,Prodam,"Savinjska, Šoštanj, Šoštanj",,"Zidana hiša (beton, opeka)",Samostojna,"307,00 m²","172,00 m²",1984,Popolnoma opremljeno,brez pripadajočega parkirišča,,,Skupna cena,22.01.2022. ob 00:40,do prodaje,1228 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-samostojna-savinjska-sostanj-sostanj-oglas-8706757,8706757,,PH229012668621AG,
967,470.000 €,,,,,,1950,Prodam,"Osrednjeslovenska, Ljubljana, Topniška",Pritlična,,Vrstna,"105,00 m²","228,00 m²",,Neopremljeno,,,,Skupna cena,21.01.2022. ob 09:35,do prodaje,1289 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-bezigrad-ljubljana-oglas-8703276,8703276,,1388,EI v izdelavi
968,129.000 €,,,,"147,80 m²",,1950,Prodam,"Podravska, Slovenska Bistrica, Zgornja Polskava",Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"240,00 m²","500,00 m²",,,,Balkon,,Skupna cena,21.01.2022. ob 08:01,do prodaje,2946 -krat,https://www.bolha.com/nepremicnine/vila-ki-vas-popelje-v-vaso-zgodbo-oglas-8702897,8702897,,GALEA 2022/107,F (150 - 210 kWh/m²a)
969,65.000 €,,,,"129,60 m²",2,1958,Prodam,"Pomurska, Ljutomer, Precetinci",Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"129,60 m²","898,00 m²",2018,Popolnoma opremljeno,,"Terasa, Atrij",Vrt/dvorišče,Skupna cena,20.01.2022. ob 10:04,do prodaje,4131 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-precetinci-129.00-m2-oglas-7401928,7401928,Možna menjava za drugo nepremičnino,P4-2022,G (210+ kWh/m²a)
970,310.000 €,,,,"62,00 m²",,1800,Prodam,"Obalno-kraška, Koper, Sv. Anton",,"Zidana hiša (beton, opeka)",Samostojna,"62,00 m²","342,00 m²",,,brez pripadajočega parkirišča,,,Skupna cena,19.01.2022. ob 00:40,do prodaje,1320 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-samostojna-juzna-primorska-koper-capodistria-sv-anton-oglas-8689253,8689253,,PH229012668612AG,
971,55.000 €,,,,"138,60 m²",10+,1920,Prodam,"Goriška, Kanal ob Soči, Lig",,,Ostalo,"138,60 m²","374,00 m²",,,,,,Skupna cena,19.01.2022. ob 00:16,do prodaje,2692 -krat,https://www.bolha.com/nepremicnine/hisa-lig-55.000.00-oglas-8688636,8688636,,4687-H-2022,G (210+ kWh/m²a)
972,75.000 €,,,,"112,00 m²",10+,1840,Prodam,"Goriška, Kanal ob Soči, Kanal ob Soči",,,Ostalo,"112,00 m²","431,00 m²",,,,,,Skupna cena,19.01.2022. ob 00:16,do prodaje,3896 -krat,https://www.bolha.com/nepremicnine/hisa-kostanjevica-nad-kanalom-75.000.00-oglas-8688635,8688635,,4688-H-2022,G (210+ kWh/m²a)
973,540.000 €,,,,,4,1968,Prodam,"Podravska, Maribor, Brezje - Dogoše - Zrkovce",Dvonadstropna,,Samostojna,,,,,7+,,,Skupna cena,18.01.2022. ob 00:17,do prodaje,904 -krat,https://www.bolha.com/nepremicnine/poslovno-stanovanjski-objekt-poslovna-priloznost-oglas-8683076,8683076,,490321059-42,F (150 - 210 kWh/m²a)
974,420.000 €,,,,,,2009,Prodam,"Gorenjska, Kranj, Zgornja Besnica",,,Samostojna,"276,00 m²","1.036,00 m²",,,,,,Skupna cena,17.01.2022. ob 10:18,do prodaje,1526 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-zgornja-besnica-oglas-8679625,8679625,,H-15/2021,E (105 - 150 kWh/m²a)
975,169.000 €,,,,"150,00 m²",1,1965,Prodam,"Podravska, Ptuj, Ptuj",Pritlična,,Samostojna,,"1.000,00 m²",,,,,,Skupna cena,13.01.2022. ob 21:18,do prodaje,2094 -krat,https://www.bolha.com/nepremicnine/posredovanje-iscemo-hise-stanovanja-kmetije-ptuj-in-okolica-oglas-2608464,2608464,,,EI v izdelavi
976,300.000 €,,,,"110,00 m²",,1977,Prodam,"Podravska, Ptuj, Ptuj",,,Samostojna,,"750,00 m²",,,,,,Skupna cena,13.01.2022. ob 21:08,do prodaje,2128 -krat,https://www.bolha.com/nepremicnine/ptuju-okolici-iscemo-hiso-znanega-kupca-oglas-4341691,4341691,,,
977,493.000 €,,,,,5,2016,Prodam,"Savinjska, Šmarje pri Jelšah, Šmarje pri Jelšah",,,Samostojna,,,,,,,Vrt/dvorišče,Skupna cena,12.01.2022. ob 00:47,do prodaje,4767 -krat,https://www.bolha.com/nepremicnine/nadstandardna-hisa-posestvu-z-jezerom-oglas-8626005,8626005,,490281022-177,
978,208.000 €,,,,"136,00 m²",4,2022,Prodam,"Savinjska, Tabor, Tabor",,"Zidana hiša (beton, opeka)",Dvojček,"136,00 m²","280,00 m²",,Neopremljeno,brez pripadajočega parkirišča,,,Skupna cena,12.01.2022. ob 00:13,do prodaje,1294 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-dvojcek-savinjska-tabor-tabor-oglas-8624884,8624884,,PH00800MN,
979,55.000 €,,,,,5,1800,Prodam,"Savinjska, Šmartno ob Paki, Šmartno ob Paki",,,Samostojna,,,,,,,Vrt/dvorišče,Skupna cena,06.01.2022. ob 00:18,do prodaje,5903 -krat,https://www.bolha.com/nepremicnine/stanovanjska-hisa-oglas-8588398,8588398,,490281029-54,
980,87.000 €,,,,"202,00 m²",,2006,Prodam,"Jugovzhodna Slovenija, Mokronog - Trebelno, Mokronog",,"Zidana hiša (beton, opeka)",Samostojna,"202,00 m²","1.361,00 m²",,,,,,Skupna cena,06.01.2022. ob 00:14,do prodaje,1785 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-samostojna-dolenjska-mokronog-trebelno-mokronog-oglas-8588324,8588324,,KODA: P9086GL,
981,298.000 €,,,,"200,00 m²",5,1976,Prodam,"Osrednjeslovenska, Medvode, Smlednik",Večnadstropna,,,,"305,00 m²",,,,,,Skupna cena,05.01.2022. ob 14:41,do prodaje,2330 -krat,https://www.bolha.com/nepremicnine/smlednik-200.00-m2-oglas-8586258,8586258,,B226,E (105 - 150 kWh/m²a)
982,279.000 €,,,,"151,00 m²",4,2006,Prodam,"Podravska, Hoče, Hoče",,"Zidana hiša (beton, opeka)",Samostojna,"151,00 m²","625,00 m²",,Popolnoma opremljeno,brez pripadajočega parkirišča,,,Skupna cena,05.01.2022. ob 00:13,do prodaje,1754 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-samostojna-podravska-hoce-slivnica-spodnje-hoce-oglas-8582832,8582832,,PH38622103BM,
983,69.500 €,,,,,2,1767,Prodam,"Gorenjska, Žirovnica, Zabreznica",Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,"90,00 m²","161,00 m²",1900,Neopremljeno,2,,Vrt/dvorišče,Skupna cena,31.12.2021. ob 11:44,do prodaje,5627 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-zabreznica-oglas-8559764,8559764,,1384,EI v izdelavi
984,273.750 €,,,,"137,85 m²",,2022,Prodam,"Podravska, Šentilj v Slovenskih goricah, Šentilj v Slovenskih goricah",Pritlična,,Ostalo,,"613,00 m²",,,,,,Skupna cena,31.12.2021. ob 00:13,do prodaje,1550 -krat,https://www.bolha.com/nepremicnine/kresnica-novogradnja-nedokoncana-stanovanjska-hisa-energetsko-var-oglas-8556937,8556937,,8808,EI ni potrebna (334. člen EZ-1)
985,188.000 €,,,,"183,00 m²",5,1925,Prodam,"Zasavska, Trbovlje, Trbovlje",,"Zidana hiša (beton, opeka)",Samostojna,"183,00 m²","107,00 m²",2006,Popolnoma opremljeno,,,,Skupna cena,30.12.2021. ob 10:32,do prodaje,2001 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-samostojna-zasavje-trbovlje-trbovlje-oglas-8345833,8345833,,PH00073BH,
986,147.000 €,,,,"147,00 m²",5,1998,Prodam,"Zasavska, Hrastnik, Krištandol",,"Zidana hiša (beton, opeka)",Samostojna,"147,00 m²","767,00 m²",2016,Popolnoma opremljeno,2,,,Skupna cena,30.12.2021. ob 10:09,do prodaje,2748 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-samostojna-zasavje-hrastnik-kristandol-oglas-8287154,8287154,,PH00069BH,
987,399.000 €,,,,,4,2019,Prodam,"Podravska, Maribor, Radvanje",,,Samostojna,,,,,,,,Skupna cena,28.12.2021. ob 00:17,do prodaje,2071 -krat,https://www.bolha.com/nepremicnine/moderni-dvojcki-kljuc-pod-pohorjem-oglas-8541355,8541355,,490321044-208,B1 (15 - 25 kWh/m²a)
988,110.000 €,,,,"75,00 m²",,1800,Prodam,"Obalno-kraška, Piran, Padna",,"Zidana hiša (beton, opeka)",,"75,00 m²","117,00 m²",,,,,,Skupna cena,24.12.2021. ob 00:37,do prodaje,3358 -krat,https://www.bolha.com/nepremicnine/prodaja-hisa-vrstna-juzna-primorska-piran-pirano-padna-oglas-8522035,8522035,,PH229012668599MP,
989,109.000 €,,,,"173,00 m²",3,1982,Prodam,"Podravska, Ormož, Ormož",Pritlična,"Zidana hiša (beton, opeka)",Samostojna,"173,00 m²","885,00 m²",2000,Popolnoma opremljeno,,"Balkon, Atrij",Vrt/dvorišče,Skupna cena,23.12.2021. ob 15:12,do prodaje,2591 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-ormoz-173.00-m2-oglas-8519866,8519866,,P83-2021,F (150 - 210 kWh/m²a)
990,175.000 €,,,,"220,00 m²",3,1985,Prodam,"Savinjska, Zreče, Stranice",Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,,"415,00 m²",,Delno opremljeno,,Balkon,,Skupna cena,22.12.2021. ob 09:31,do prodaje,1879 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-stranice-220.00-m2-oglas-8513393,8513393,,1374,EI v izdelavi
991,449.000 €,,,,"412,00 m²",3,1887,Prodam,"Primorsko-notranjska, Pivka, Pivka",,,Samostojna,"412,00 m²","1.837,00 m²",2018,Popolnoma opremljeno,7+,Balkon,,Skupna cena,21.12.2021. ob 04:37,do prodaje,1169 -krat,https://www.bolha.com/nepremicnine/pivka-hisa-samostojna-prodaja-oglas-8506416,8506416,Menjava za drugo nepremičnino ni možna,106228-21,F (150 - 210 kWh/m²a)
992,360.000 €,,,,"180,00 m²",4,1920,Prodam,"Goriška, Miren, Kostanjevica na Krasu",,,Dvojček,"180,00 m²","1,00 m²",2016,Popolnoma opremljeno,brez pripadajočega parkirišča,"Balkon, Terasa",Bazen,Skupna cena,18.12.2021. ob 00:19,do prodaje,1737 -krat,https://www.bolha.com/nepremicnine/miren-kostanjevica-kostanjevica-krasu-hisa-dvojcek-prodaja-oglas-8489670,8489670,Menjava za drugo nepremičnino ni možna,106179-40,
993,80.000 €,,,,,3,1951,Prodam,"Podravska, Ptuj, Ptuj",,,Samostojna,,,,,,,Vrt/dvorišče,Skupna cena,17.12.2021. ob 00:13,do prodaje,3643 -krat,https://www.bolha.com/nepremicnine/starejsa-hisa-dobri-lokaciji-blizu-ptuja-oglas-8484565,8484565,,490151032-382,EI ni potrebna (334. člen EZ-1)
994,340.000 €,,,,"141,00 m²",3,1965,Prodam,"Osrednjeslovenska, Grosuplje, Lobček",Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,,"982,00 m²",2015,Delno opremljeno,,Balkon,,Skupna cena,16.12.2021. ob 15:09,do prodaje,1795 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-grosuplje-141.00-m2-oglas-8482890,8482890,,1373,EI v izdelavi
995,25.000 €,,,,"91,00 m²",,1932,Prodam,"Pomurska, Ljutomer, Grlava",,"Zidana hiša (beton, opeka)",Samostojna,"91,00 m²","516,00 m²",,,,,,Skupna cena,16.12.2021. ob 15:01,do prodaje,3130 -krat,https://www.bolha.com/nepremicnine/lokacija-hise-grlava-91.00-m2-oglas-8482873,8482873,,P79-2021,EI ni potrebna (334. člen EZ-1)
996,390.000 €,,,,"96,00 m²",4,2009,Prodam,"Osrednjeslovenska, Brezovica pri Ljubljani, Podpeč",,,Dvojček,"98,80 m²","226,00 m²",2017,Popolnoma opremljeno,3,"Atrij, Terasa",,Skupna cena,14.12.2021. ob 00:30,do prodaje,1205 -krat,https://www.bolha.com/nepremicnine/brezovica-podpec-hisa-dvojcek-prodaja-oglas-8468010,8468010,Menjava za drugo nepremičnino ni možna,101227-14,B2 (25 - 35 kWh/m²a)
997,89.500 €,,,,"150,00 m²",3,1967,Prodam,"Podravska, Cirkulane, Brezovec",Pritlična,,Samostojna,"80,00 m²","4.664,00 m²",2003,Popolnoma opremljeno,,,,Skupna cena,14.12.2021. ob 00:13,do prodaje,2563 -krat,https://www.bolha.com/nepremicnine/samostojna-hisa-brezovec-oglas-8467954,8467954,,,
998,176.000 €,,,,"380,90 m²",10+,1995,Prodam,"Podravska, Benedikt, Benedikt",Večnadstropna,"Zidana hiša (beton, opeka)",Dvostanovanjska,"380,90 m²","808,00 m²",2020,Popolnoma opremljeno,,"Balkon, Terasa, Atrij","Vrt/dvorišče, Zimski vrt, Lopa za shranjevanje, Vrtna uta, Žar",Skupna cena,10.12.2021. ob 16:36,do prodaje,2557 -krat,https://www.bolha.com/nepremicnine/opremljena-prostorna-vecstanovanjska-hisa-v-benediktu-oglas-8447951,8447951,Menjava za drugo nepremičnino ni možna,490321062-47,D (60 - 105 kWh/m²a)
999,30.000 €,,,,"69,00 m²",2,1900,Prodam,"Podravska, Cirkulane, Cirkulane",,"Zidana hiša (beton, opeka)",Kmetija,,"25.706,00 m²",,,,Terasa,"Vrt/dvorišče, Lopa za shranjevanje",Skupna cena,08.12.2021. ob 19:23,do prodaje,6558 -krat,https://www.bolha.com/nepremicnine/kmetijo-5-hektarjev-v-okolici-cirkulan-prodamo-oglas-8438037,8438037,,,
